desc::ip_xmin,desc::ip_xmax,desc::ip_duration,duration,ip_label,speaker,discourse_function,desc::HGS1_transcrkr,desc::HYJ1_transcrkr,desc::SUK1_transcrkr
312.3295201,313.5389255,1.209405448,mid,hgs,hgs,commit,"약 놔부까, 새 거. 새 거 #노았는데만은 쩌,",NA,NA
313.6812085,314.9807266,1.29951801,mid,hgs,hgs,other,"약 놔부까, 새 거. 새 거 #노았는데만은 쩌,",NA,NA
315.294586,316.9687826,1.674196561,long,hyj,hyj,reject,NA,으이그 이제 므시거 이게 모기두 이제.,NA
317.222018,317.710369,0.488350996,short,suk,suk,abandon,NA,NA,헐 수 엇이...
317.8936221,319.7195872,1.825965088,long,hyj,hyj,opinion,NA,"그거만 죽여졋이민 좋을건디, 기냥.",헐 수 엇이...
320.0515808,320.7792201,0.727639323,mid,suk,suk,spprec,NA,NA,크으 그것도 성가셔.
320.7792201,321.7420017,0.962781592,mid,suk,suk,opinion,NA,NA,크으 그것도 성가셔.
321.9033664,322.9879079,1.084541519,mid,hyj,hys,spprec,NA,에이그 정말.,NA
323.2026686,324.8294809,1.626812278,long,hgs,hgs,abandon,아니 잇기는 잇인 셍이라.,NA,NA
324.9690754,327.54596,2.57688467,long,overlap,NA,NA,아니 잇기는 잇인 셍이라.,"그 저거 잇어부난에 경게 웽웽웽웽 헴주게 나도 밤이야, 이 여 소리 납데다게.",NA
327.7768278,329.0492849,1.272457128,mid,hyj,hyj,statement,NA,"그 저거 잇어부난에 경게 웽웽웽웽 헴주게 나도 밤이야, 이 여 소리 납데다게.",NA
329.1459272,330.4613365,1.315409268,long,hyj,hyj,tag_q,NA,"그 저거 잇어부난에 경게 웽웽웽웽 헴주게 나도 밤이야, 이 여 소리 납데다게.",NA
334.5020423,336.7301845,2.228142229,long,overlap,NA,NA,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게.",NA,그 소리 나그넹에.
337.0899087,339.9083992,2.818490564,long,overlap,NA,NA,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게.",NA,NA
340.2573854,342.725578,2.468192625,long,hgs,hgs,other,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게.",NA,NA
343.1980515,345.2758613,2.077809741,long,hgs,hgs,opinion,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게.",NA,NA
345.800226,346.8364464,1.036220362,mid,overlap,NA,NA,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게.",NA,NA
346.8364464,347.656,0.819553642,mid,hgs,NA,NA,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게.",NA,NA
348.2227208,350.6280406,2.405319804,long,overlap,NA,NA,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게.",알안 ㄷ.ㅅ아.,NA
351.2293706,352.9786966,1.749326032,long,overlap,NA,NA,"겅 허난, 옛날거찌룩 구들목 짓는 방거ㄸ으민 엇일건디 이제는 이 이 온돌방덜 이라노난이, 아메도 영 따뜻허주 아메도게,  겅하난에 이 모기덜도, 헌 번 들언에 안나가젠 헴셰게. 숨을 디도 많지, 머 무신 걱정이 잇어?","ㄸ.ㅅ인디 들어오난 안나가젠만,",NA
352.9786966,353.9740067,0.995310095,mid,hgs,hgs,statement,"숨을 디도 많지, 머 무신 걱정이 잇어?","ㄸ.ㅅ인디 들어오난 안나가젠만,",NA
354.536,356.0732925,1.537292509,long,hgs,hgs,rhet_q,"숨을 디도 많지, 머 무신 걱정이 잇어?",NA,NA
357.1391456,357.6348224,0.495676784,short,suk,suk,backchannel,NA,NA,겅허난에.
360.216,361.5772382,1.361238218,long,hyj,hyj,statement,NA,"사름만 튿어먹젠, ㄷ.ㄹ라 비ㄸ어그네 기냥.",NA
362.0765568,362.9409686,0.864411805,mid,hyj,hyj,statement,NA,"사름만 튿어먹젠, ㄷ.ㄹ라 비ㄸ어그네 기냥.",NA
368.7937787,369.7333567,0.939578048,mid,suk,suk,apprec,NA,NA,에흐.
371.4819792,371.6497306,0.167751347,short,hyj,NA,NA,NA,"거 보는 것도 못 잡으난에, 모기만이 우리 사름이 못허지 아니헤냐?  그거앞이 지어그네.",NA
371.6497306,373.2443288,1.594598174,long,hyj,hyj,statement,NA,"거 보는 것도 못 잡으난에, 모기만이 우리 사름이 못허지 아니헤냐?  그거앞이 지어그네.",NA
373.3517091,375.2093891,1.857680027,long,hyj,hyj,rhet_q,NA,"거 보는 것도 못 잡으난에, 모기만이 우리 사름이 못허지 아니헤냐?  그거앞이 지어그네.",NA
375.3275075,376.2348715,0.907363944,mid,hyj,hyj,statement,NA,"거 보는 것도 못 잡으난에, 모기만이 우리 사름이 못허지 아니헤냐?  그거앞이 지어그네.",NA
376.3583589,376.846128,0.487769184,short,hyj,NA,NA,NA,"거 보는 것도 못 잡으난에, 모기만이 우리 사름이 못허지 아니헤냐?  그거앞이 지어그네.",NA
376.9614538,377.7596724,0.798218627,mid,suk,suk,statement,NA,NA,"원랜야, 원랜, 이제는 잘 잡는디."
377.7596724,378.0388613,0.279188906,short,hyj,hyj,backchannel,NA,NA,"원랜야, 원랜, 이제는 잘 잡는디."
378.104236,378.5498644,0.445628446,short,suk,suk,statement,NA,NA,"원랜야, 원랜, 이제는 잘 잡는디."
378.6196616,379.1726704,0.553008794,short,suk,suk,statement,NA,NA,"원랜야, 원랜, 이제는 잘 잡는디."
380.1552006,381.0564623,0.90126172,mid,suk,suk,statement,NA,NA,"원랜야, 원랜, 이제는 잘 잡는디."
381.9380653,384.6979227,2.759857453,long,hyj,hyj,opinion,NA,멕사리가 아무것도 엇이는디 잘 놀아뎅겸ㅅ저.,NA
384.7334603,385.5614358,0.82797551,mid,suk,suk,other,NA,NA,ㄴ.ㄹ아뎅겨사 잘 잡아지는디...
386.144,386.4849068,0.340906781,short,suk,suk,other,NA,NA,ㄴ.ㄹ아뎅겨사 잘 잡아지는디...
386.5623313,387.4215345,0.859203268,mid,overlap,NA,NA,"그게 맥사리가 엇인 거닮아도, 물어그넹에 그 뻘겅 헌 거는 피를 빨아먹었다는 거잖아.",NA,ㄴ.ㄹ아뎅겨사 잘 잡아지는디...
387.4215345,389.3273752,1.905840703,long,hgs,hgs,statement,"그게 맥사리가 엇인 거닮아도, 물어그넹에 그 뻘겅 헌 거는 피를 빨아먹었다는 거잖아.",NA,ㄴ.ㄹ아뎅겨사 잘 잡아지는디...
389.6334092,391.4,1.76659077,long,hgs,hgs,statement,"그게 맥사리가 엇인 거닮아도, 물어그넹에 그 뻘겅 헌 거는 피를 빨아먹었다는 거잖아.",NA,NA
391.4644889,392.0759465,0.611457601,short,overlap,NA,NA,"그게 맥사리가 엇인 거닮아도, 물어그넹에 그 뻘겅 헌 거는 피를 빨아먹었다는 거잖아.",거난.,NA
392.210172,393.4876762,1.277504221,mid,hgs,hgs,sum,"그게 맥사리가 엇인 거닮아도, 물어그넹에 그 뻘겅 헌 거는 피를 빨아먹었다는 거잖아.",NA,NA
394.6232405,396.4970276,1.873787079,long,hyj,hyj,statement,NA,"어젠 뻘겅헤도 오널 덜 헤언 이젠,",NA
397.0068407,399.7772537,2.770412989,long,hyj,hyj,statement,NA,"하영을 뽈아먹으민 자리가 뽕골랑 티어 나는디,",NA
400.3517386,401.8475194,1.495780816,long,hyj,hyj,statement,NA,하영을 안 물언에.,NA
408.6460543,409.1728576,0.526803294,short,suk,suk,agree,NA,NA,허난에.
413.1019967,414.0609166,0.958919897,mid,suk,suk,opinion,NA,NA,근디 올리가 상당히 덜 얼어.
414.0609166,415.1240044,1.063087792,mid,suk,suk,opinion,NA,NA,근디 올리가 상당히 덜 얼어.
416.5034762,418.9591229,2.455646722,long,overlap,NA,NA,"안직 멀어세, #오늘, 허긴 동지로부떠 이젠 따뜻 헤부는거주만은 봄에는 워낙에 추어.","저실에 아직도 몰른다, 아직도 정월 음력으루,",NA
419.0200067,420.3442294,1.324222716,long,overlap,NA,NA,"안직 멀어세, #오늘, 허긴 동지로부떠 이젠 따뜻 헤부는거주만은 봄에는 워낙에 추어.","저실에 아직도 몰른다, 아직도 정월 음력으루,",경헤도!
420.3442294,420.6610448,0.316815314,short,hgs,NA,NA,"안직 멀어세, #오늘, 허긴 동지로부떠 이젠 따뜻 헤부는거주만은 봄에는 워낙에 추어.","저실에 아직도 몰른다, 아직도 정월 음력으루,",경헤도!
420.6610448,421.7062167,1.045171952,mid,hgs,hgs,statement,"안직 멀어세, #오늘, 허긴 동지로부떠 이젠 따뜻 헤부는거주만은 봄에는 워낙에 추어.",NA,NA
421.7062167,422.6651366,0.958919897,mid,overlap,NA,NA,"안직 멀어세, #오늘, 허긴 동지로부떠 이젠 따뜻 헤부는거주만은 봄에는 워낙에 추어.",NA,NA
422.7361677,424.2887047,1.552536977,long,overlap,NA,NA,"안직 멀어세, #오늘, 허긴 동지로부떠 이젠 따뜻 헤부는거주만은 봄에는 워낙에 추어.",반- 반 저실은...,NA
424.4782081,424.9327129,0.454504799,short,suk,suk,other,NA,NA,"겅헤도 저, 작년 저실만 헤어도 저어..."
425.0950697,425.5060354,0.41096567,short,suk,suk,hedge,NA,NA,"겅헤도 저, 작년 저실만 헤어도 저어..."
425.7546442,427.4035806,1.648936332,long,suk,suk,statement,NA,NA,"겅헤도 저, 작년 저실만 헤어도 저어..."
428.2204382,428.5899234,0.369485206,short,suk,suk,hedge,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.","겅헤도 저, 작년 저실만 헤어도 저어..."
428.633176,429.0484526,0.415276631,short,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.","겅헤도 저, 작년 저실만 헤어도 저어..."
429.1397783,430.0834773,0.943698947,mid,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
430.1189928,432.0537384,1.934745623,long,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
432.060731,432.4209601,0.360229168,short,suk,suk,backchannel,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
432.4209601,433.598047,1.177086858,mid,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
433.684299,434.425052,0.740752937,mid,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
435.3556638,435.9086917,0.553027877,short,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
436.0456803,439.6124564,3.566776127,long,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
439.9532852,441.6884736,1.735188386,long,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
441.754431,442.7465816,0.992150586,mid,hyj,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
442.7945293,443.0685065,0.273977114,short,suk,suk,backchannel,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
443.2511579,443.4541039,0.20294601,short,hgs,hyj,statement,NA,"철- 작년 저실에는 초저실보떠 막 얼엇주게이, 겐디 올리는이, 기엉 막 추웡 막 헝 가가가  안직은이, 음력으로 섣덜이 아니난 정월 나도 막 업니데- 어- 언다, 정월나도 얼어.",NA
443.7230073,446.6551644,2.932157034,long,hyj,hyj,opinion,NA,묵은 해가 ㄷ.ㅅ이- 저 ㄸ.ㅅ아불민 새해 낭 막 얼어.,NA
447.1465439,447.648,0.501456142,short,suk,suk,acknowledge,NA,NA,어.
464.4115117,465.5942551,1.182743387,mid,hgs,hgs,wh_q,오널은 무신 것에 데헤서 물어볼거?,NA,NA
465.5942551,467.1780558,1.583800716,long,hgs,hgs,wh_q,오널은 무신 것에 데헤서 물어볼거?,NA,NA
467.8417176,468.969013,1.12729542,mid,suk,suk,answer,NA,NA,"어 요거 저거, 막 하우다."
469.2988485,470.0293571,0.730508601,mid,suk,suk,answer,NA,NA,"어 요거 저거, 막 하우다."
471.4923934,472.102916,0.610522615,short,hyj,hyj,repeat_q,NA,요거 저거?,NA
472.1779138,472.632,0.45408616,short,suk,suk,yes,NA,NA,응.
475.0662202,476.3988888,1.332668605,long,suk,suk,answer,NA,NA,"오랜만간이라부난,"
477.7782008,478.577714,0.799513114,mid,suk,suk,abandon,NA,NA,"이제 부ㄸ언,"
484.3172887,486.4569046,2.139615953,long,overlap,NA,NA,우리도 영어 그렇게 쓸 수 엇이카?,NA,NA
487.6286276,488.9591103,1.330482767,long,overlap,NA,NA,NA,저 어른사  씨주게!,연습만 허믄 써지지 아녀꽈?
488.9591103,490.0602864,1.101176064,mid,hyj,hyj,opinion,NA,저 어른사  씨주게!,연습만 허믄 써지지 아녀꽈?
491.0360445,492.2053567,1.169312223,mid,hyj,hyj,opinion,NA,글 잘씨는 어른이난.,NA
493.0597759,493.8867831,0.827007112,mid,hgs,hgs,apprec,"ㅁ신 어이구, 글 잘썼덴 ㅁ신 그 영어도 모르는 사름이 씨냐?",NA,NA
493.9322378,494.9827481,1.050510237,mid,hgs,hgs,rhet_q,"ㅁ신 어이구, 글 잘썼덴 ㅁ신 그 영어도 모르는 사름이 씨냐?",NA,NA
495.3564873,496.917101,1.560613765,long,hgs,hgs,rhet_q,"ㅁ신 어이구, 글 잘썼덴 ㅁ신 그 영어도 모르는 사름이 씨냐?",NA,NA
498.0089072,498.3422422,0.333334979,short,suk,NA,NA,NA,NA,흠.
498.5644655,499.5846725,1.020207057,mid,hgs,hgs,opinion,알파베뜨 보듯 아는 사람이 무신...,NA,NA
500.0392202,501.4079139,1.368693626,long,hgs,hgs,opinion,알파베뜨 보듯 아는 사람이 무신...,NA,NA
502.4479806,503.9631396,1.515158995,long,suk,suk,rhet_q,NA,NA,겅헤도 ㅂ.듯 아는게 얼마꽈?
505.5237534,505.9479979,0.424244519,short,suk,NA,NA,NA,NA,삼춘.
508.4033327,509.883138,1.479805285,long,overlap,NA,NA,겅 허믄 어디강 무얼 써먹어?,NA,NA
510.388191,510.9437493,0.555558298,short,hgs,NA,NA,알파베뜨 아는 정도에 무시걸 어디강 써먹어?,NA,NA
511.2114274,512.785616,1.574188567,long,overlap,NA,NA,알파베뜨 아는 정도에 무시걸 어디강 써먹어?,한문이루 한문이루구 영어루구 너는 오늘 죽일거엔 행 썽 우리 주어도 몰를것인디.,NA
512.8411718,514.659134,1.817962246,long,hyj,hyj,statement,알파베뜨 아는 정도에 무시걸 어디강 써먹어?,한문이루 한문이루구 영어루구 너는 오늘 죽일거엔 행 썽 우리 주어도 몰를것인디.,NA
514.7550941,517.0581358,2.303041673,long,hyj,hyj,statement,NA,한문이루 한문이루구 영어루구 너는 오늘 죽일거엔 행 썽 우리 주어도 몰를것인디.,NA
522.1566253,522.5303645,0.373739206,short,suk,suk,agree,NA,NA,"그난,"
