participant,TOEIC,language,type,desc::source,desc::ListNumber,desc::SentenceNumber,desc::sentence,desc::NumberOfContentWords,desc::noise,condition,audio_url,score,PercepTest
14,895,japanese,sentence,SpeechBoxHINTList,2,13,銀行が近くにあって便利です,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_13_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,15,昔話を聞きながら眠った,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_15_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,20,仕事で帰りが遅くなりました,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_20_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,22,お年寄りには座席を譲ります,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_22_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,23,やかんをひっくり返してやけどした,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_23_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,32,知らない人に親切にされた,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_32_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,34,牧場に黒い羊がいました,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_34_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,36,鉛筆と消しゴムを用意する,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_36_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,38,電車とバスに乗って帰ります,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_38_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,40,道路の真ん中を歩くのは危ない,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_40_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,41,天気が良いので布団を干した,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_41_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,47,隅々まで丁寧に掃除する,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_47_10dB.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,48,貰ったおこづかいを全部使った,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_48.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,50,郵便局で電気代を振り込む,3,no,quiet,https://www.francescocangemi.com/nem/J_HT2_50.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,53,病気の原因を詳しく調べた,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_53.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,57,みかんの花は白くてかわいい,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_57.wav,99,yes
14,895,japanese,sentence,SpeechBoxHINTList,2,58,泥棒が夜中に忍び込んだ,3,no,quiet,https://www.francescocangemi.com/nem/J_HT2_58.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,1,朝ご飯を食べて元気に出かけた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_1_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,3,音楽に合わせて楽しく踊る,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_3_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,5,歯磨きを忘れると虫歯になる,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_5_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,6,やっと町の明かりが見えてきた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_6_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,9,窓からぼんやり景色を眺めた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_9_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,15,お母さんが作るご飯はおいしい,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_15_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,18,子供が悪戯して酷く怒られた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_18_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,20,汚れた洋服を洗濯しました,3,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_20_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,21,手紙をもらって返事を書いた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_21_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,26,おじいちゃんは昔から厳しい人だ,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_26_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,27,苦い薬は今でも嫌いです,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_27_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,29,新しいおもちゃを見せて自慢する,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_29_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,30,突然話題が途切れて困った,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_30_0db.wav,75,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,32,帰りが遅いと心配になります,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_32_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,33,病院で名前を何度も呼ばれた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_33_0db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,35,居眠り運転は大変危険だ,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_35_5db.wav,75,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,36,枕が高いと首が疲れます,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_36_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,37,険しい山に一人で登った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_37_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,41,天気予報を聞いてから出かけます,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_41_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,42,映画館の前で待ち合わせする,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_42_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,43,今日は珍しく早く起きました,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_43_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,44,母親の看病で寝不足です,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_44_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,46,小さい頃の写真を見つけた,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_46_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,55,洗濯物が乾いたので取り入れた,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_55_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,57,編み物をしたら肩が凝った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_57_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,58,足元に注意しながら歩きます,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_58_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,1,59,眼鏡をかけて新聞を読んだ,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_59_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,1,私は田舎で生まれ育った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_1_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,4,電車や飛行機で旅行します,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_4_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,6,道に迷って交番で尋ねた,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_6_5db.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,7,大学受験はとても難しい,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_7_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,9,出かける前には戸締りをします,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_9_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,11,悩みを友達によく相談した,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_11_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,13,銀行が近くにあって便利です,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_13_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,15,昔話を聞きながら眠った,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_15_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,20,仕事で帰りが遅くなりました,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_20_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,22,お年寄りには座席を譲ります,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_22_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,23,やかんをひっくり返してやけどした,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_23_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,32,知らない人に親切にされた,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_32_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,34,牧場に黒い羊がいました,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_34_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,36,鉛筆と消しゴムを用意する,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_36_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,38,電車とバスに乗って帰ります,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_38_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,40,道路の真ん中を歩くのは危ない,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_40_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,41,天気が良いので布団を干した,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_41_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,47,隅々まで丁寧に掃除する,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_47_10dB.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,48,貰ったおこづかいを全部使った,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_48.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,50,郵便局で電気代を振り込む,3,no,quiet,https://www.francescocangemi.com/nem/J_HT2_50.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,53,病気の原因を詳しく調べた,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_53.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,57,みかんの花は白くてかわいい,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_57.wav,99,yes
15,615,japanese,sentence,SpeechBoxHINTList,2,58,泥棒が夜中に忍び込んだ,3,no,quiet,https://www.francescocangemi.com/nem/J_HT2_58.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,1,朝ご飯を食べて元気に出かけた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_1_0db.wav,75,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,3,音楽に合わせて楽しく踊る,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_3_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,5,歯磨きを忘れると虫歯になる,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_5_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,6,やっと町の明かりが見えてきた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_6_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,9,窓からぼんやり景色を眺めた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_9_0db.wav,75,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,15,お母さんが作るご飯はおいしい,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_15_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,18,子供が悪戯して酷く怒られた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_18_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,20,汚れた洋服を洗濯しました,3,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_20_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,21,手紙をもらって返事を書いた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_21_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,26,おじいちゃんは昔から厳しい人だ,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_26_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,27,苦い薬は今でも嫌いです,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_27_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,29,新しいおもちゃを見せて自慢する,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_29_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,30,突然話題が途切れて困った,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_30_0db.wav,75,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,32,帰りが遅いと心配になります,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_32_0db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,33,病院で名前を何度も呼ばれた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_33_0db.wav,75,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,35,居眠り運転は大変危険だ,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_35_5db.wav,75,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,36,枕が高いと首が疲れます,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_36_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,37,険しい山に一人で登った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_37_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,41,天気予報を聞いてから出かけます,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_41_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,42,映画館の前で待ち合わせする,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_42_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,43,今日は珍しく早く起きました,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_43_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,44,母親の看病で寝不足です,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_44_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,46,小さい頃の写真を見つけた,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_46_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,55,洗濯物が乾いたので取り入れた,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_55_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,57,編み物をしたら肩が凝った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_57_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,58,足元に注意しながら歩きます,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_58_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,1,59,眼鏡をかけて新聞を読んだ,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_59_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,1,私は田舎で生まれ育った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_1_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,4,電車や飛行機で旅行します,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_4_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,6,道に迷って交番で尋ねた,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_6_5db.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,7,大学受験はとても難しい,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_7_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,9,出かける前には戸締りをします,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_9_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,11,悩みを友達によく相談した,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_11_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,13,銀行が近くにあって便利です,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_13_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,15,昔話を聞きながら眠った,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_15_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,20,仕事で帰りが遅くなりました,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_20_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,22,お年寄りには座席を譲ります,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_22_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,23,やかんをひっくり返してやけどした,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_23_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,32,知らない人に親切にされた,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_32_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,34,牧場に黒い羊がいました,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_34_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,36,鉛筆と消しゴムを用意する,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_36_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,38,電車とバスに乗って帰ります,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_38_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,40,道路の真ん中を歩くのは危ない,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_40_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,41,天気が良いので布団を干した,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_41_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,47,隅々まで丁寧に掃除する,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_47_10dB.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,48,貰ったおこづかいを全部使った,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_48.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,50,郵便局で電気代を振り込む,3,no,quiet,https://www.francescocangemi.com/nem/J_HT2_50.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,53,病気の原因を詳しく調べた,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_53.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,57,みかんの花は白くてかわいい,4,no,quiet,https://www.francescocangemi.com/nem/J_HT2_57.wav,99,yes
16,400,japanese,sentence,SpeechBoxHINTList,2,58,泥棒が夜中に忍び込んだ,3,no,quiet,https://www.francescocangemi.com/nem/J_HT2_58.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,1,朝ご飯を食べて元気に出かけた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_1_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,3,音楽に合わせて楽しく踊る,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_3_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,5,歯磨きを忘れると虫歯になる,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_5_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,6,やっと町の明かりが見えてきた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_6_0db.wav,75,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,9,窓からぼんやり景色を眺めた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_9_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,15,お母さんが作るご飯はおいしい,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_15_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,18,子供が悪戯して酷く怒られた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_18_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,20,汚れた洋服を洗濯しました,3,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_20_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,21,手紙をもらって返事を書いた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_21_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,26,おじいちゃんは昔から厳しい人だ,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_26_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,27,苦い薬は今でも嫌いです,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_27_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,29,新しいおもちゃを見せて自慢する,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_29_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,30,突然話題が途切れて困った,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_30_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,32,帰りが遅いと心配になります,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_32_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,33,病院で名前を何度も呼ばれた,4,yes,SNR0dB,https://www.francescocangemi.com/nem/J_HT1_33_0db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,35,居眠り運転は大変危険だ,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_35_5db.wav,75,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,36,枕が高いと首が疲れます,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_36_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,37,険しい山に一人で登った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_37_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,41,天気予報を聞いてから出かけます,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_41_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,42,映画館の前で待ち合わせする,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_42_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,43,今日は珍しく早く起きました,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_43_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,44,母親の看病で寝不足です,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_44_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,46,小さい頃の写真を見つけた,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_46_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,55,洗濯物が乾いたので取り入れた,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_55_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,57,編み物をしたら肩が凝った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_57_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,58,足元に注意しながら歩きます,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_58_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,1,59,眼鏡をかけて新聞を読んだ,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT1_59_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,1,私は田舎で生まれ育った,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_1_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,4,電車や飛行機で旅行します,3,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_4_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,6,道に迷って交番で尋ねた,4,yes,SNR5dB,https://www.francescocangemi.com/nem/J_HT2_6_5db.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,7,大学受験はとても難しい,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_7_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,9,出かける前には戸締りをします,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_9_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,11,悩みを友達によく相談した,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_11_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,13,銀行が近くにあって便利です,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_13_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,15,昔話を聞きながら眠った,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_15_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,20,仕事で帰りが遅くなりました,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_20_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,22,お年寄りには座席を譲ります,3,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_22_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,23,やかんをひっくり返してやけどした,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_23_10dB.wav,99,yes
17,605,japanese,sentence,SpeechBoxHINTList,2,32,知らない人に親切にされた,4,yes,SNR10dB,https://www.francescocangemi.com/nem/J_HT2_32_10dB.wav,99,yes
